,POST_ID,MS_PAY_STATION_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,OSP_ID,PM_DISTRICT_ID,BLOCKFACE_ID,METER_TYPE,OLD_RATE_AREA,STREET_ID,STREET_NAME,STREET_NUM,ORIENTATION,LONGITUDE,LATITUDE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,Neighborhoods,Analysis Neighborhoods
13161,330-09300,-,0,ON,0,42,330092,SS,-,330,BRANNAN ST,930,315,-122.4062642,37.770754100000005,,,33,34
13162,361-06010,-,0,ON,0,23,361061,SS,Area 3,361,CLAYTON ST,601,270,-122.4486163,37.7696476,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,25,3
13163,612-23330,-,0,ON,0,15,612231,SS,Area 3,612,POLK ST,2333,270,-122.4223702,37.798536600000006,Polk St: 100 - 2400,Polk 1800-2400,105,32
13164,415-12100,-,0,ON,0,5,415122,SS,Area 3,415,FILLMORE ST,1210,90,-122.4321453,37.780856299999996,Fillmore Flats: 1000 - 1500,Fillmore Flats,97,39
13165,568-14190,-,0,ON,0,14,568141,SS,Area 2,568,MISSION ST,1419,135,-122.41638799999998,37.7747904,Mission St: Unit - 1600,Mission 700-1100,32,34
13166,616-18270,-,0,ON,0,12,616181,SS,Area 3,616,POWELL ST,1827,270,-122.4112409,37.8018986,Powell St: 1000 - 1700,"Green, Filbert, Powell, Union",106,23
13167,700-08240,-,0,ON,0,4,700082,SS,Area 3,700,VALENCIA ST,824,270,-122.42146770000001,37.7594125,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,37,20
13168,384-17270,-,0,ON,0,18,384171,SS,Area 3,384,DIVISADERO ST,1727,270,-122.44012240000002,37.78595670000001,Divisadero St: Sacramento St,Divisadero - Sacramento,103,30
13169,669-07580,-,0,ON,0,23,669074,SS,Area 3,669,STANYAN ST,758,90,-122.45320226,37.76796916,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,29,3
13170,443-00320,-,0,ON,0,14,443002,SS,Area 3,443,GOUGH ST,32,45,-122.42125559999998,37.7726158,Market St: 1600-2300 Castro St,19th St / Castro / Market,32,20
13171,700-07730,-,0,ON,0,4,700071,SS,Area 3,700,VALENCIA ST,773,90,-122.42133490000002,37.7602901,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,53,20
13172,325-04300,-,0,ON,0,6,325042,SS,Area 4,325,BAY ST,430,0,-122.4147983,37.80554420000001,Fishermans Wharf,Fishermans Wharf,99,23
13173,440-22370,-,0,ON,0,18,440221,SS,Area 3,440,GEARY BLVD,2237,180,-122.4408852,37.7829908,Geary St: 2400 - 4800,"Geary2300,2200,OFL2200,STJ",13,39
13174,219-34290,-,0,ON,0,4,219341,SS,Area 3,219,19TH ST,3429,180,-122.4204294,37.7601146,Mission St: 2100 - 2400,Mission 2100-2400,53,20
13175,415-24120,-,0,ON,0,5,415242,SS,Area 3,415,FILLMORE ST,2412,90,-122.43439769999999,37.792014200000004,Fillmore Hills: 2400 -1700,Fillmore: 2400-1700 Sutt: 2400,102,30
13176,324-12250,-,0,ON,0,12,324121,SS,Area 3,324,BATTERY ST,1225,270,-122.40196212,37.8027455,Broadway St: Unit - 800,Battery: 800 - 1200 Sansome,77,8
13177,493-13100,493-13002,10,ON,0,44,493132,MS,Area 3,493,ILLINOIS ST,1310,270,-122.38711732,37.75509138,Dogpatch,Dogpatch,56,26
13178,726-00110,-,0,ON,0,16,726001,SS,Area 3,726,WALLER ST,11,180,-122.42403397,37.77196187,Market St: 1600-2300 Castro St,19th St / Castro / Market,27,9
13179,612-18050,-,0,ON,0,15,612181,SS,Area 3,612,POLK ST,1805,270,-122.42133989999999,37.7934365,Polk St: 100 - 2400,Polk Unit-900,105,32
13180,701-06050,701-06001,5,ON,0,3,701061,MS,Area 2,701,VAN NESS AVE,605,270,-122.42063429999999,37.7811791,,,100,39
13181,446-01250,446-01001,25,ON,0,3,446011,MS,-,446,GROVE ST,125,180,-122.4192009,37.77826629999999,,,21,36
13182,446-03230,446-03003,23,ON,0,3,446031,MS,Area 3,446,GROVE ST,323,180,-122.4223309,37.777853799999995,Grove St: Fulton St: McAlliste,"Grove St: Unit, 100, 300",21,9
13183,701-21230,-,0,ON,0,15,701211,SS,-,701,VAN NESS AVE,2123,270,-122.4235043,37.795381299999995,,,102,30
13184,701-01110,701-01001,11,ON,0,3,701011,MS,Area 2,701,VAN NESS AVE,111,270,-122.41974209999998,37.7767597,,,21,9
13185,684-06270,684-06001,27,ON,0,42,684061,MS,Area 3,684,TOWNSEND ST,627,135,-122.40198093,37.7714307,Townsend St: 100 - 500,Townsend St. 300 - 500,33,4
13186,402-03200,-,0,ON,0,3,402032,SS,Area 3,402,ELM ST,320,0,-122.42310249999998,37.78119897,Franklin St: Unit - 900,Franklin Unit-800,100,39
13187,211-02380,-,0,ON,0,14,211022,SS,Area 3,211,11TH ST,238,225,-122.41465900000001,37.77225120000001,9th St: Unit - 300 10th St,9th St Unit-300,32,20
13188,614-11190,-,0,ON,0,15,614111,SS,Area 3,614,POST ST,1119,180,-122.42056389999999,37.78666629999999,Post - Geary - O Farrell,Post-Geary-Ofarrell,50,36
13189,612-09190,-,0,ON,0,15,612091,SS,-,612,POLK ST,919,270,-122.41974170000002,37.7854834,,,20,36
13190,400-05300,400-05004,30,ON,0,3,400052,MS,Area 2,400,EDDY ST,530,0,-122.41692357,37.78344602,Eddy St: Unit,Eddy St: Unit,20,36
13191,585-05050,-,0,ON,0,6,585051,SS,Area 4,585,NORTH POINT ST,505,180,-122.4156942,37.8062439,Fishermans Wharf,Fishermans Wharf,99,23
13192,615-09001,920-00001,0,OFF,920,29,615091,MS,-,615,POTRERO AVE,993,90,-122.4060531,37.757816,,,54,20
13193,222-32130,-,0,ON,0,4,222321,SS,Area 3,222,22ND ST,3213,180,-122.41934350000001,37.755346,Mission St: 2500 - 2700,Mission 2500-2700,53,20
13194,568-16800,-,0,ON,0,14,568162,SS,Area 3,568,MISSION ST,1680,270,-122.419807,37.7708138,Mission St: Unit - 1600,Mission 700-1100,32,20
13195,722-16220,-,0,ON,0,5,722162,SS,Area 3,722,WEBSTER ST,1622,90,-122.43133700000001,37.786036100000004,Fillmore Flats: 1000 - 1500,Fillmore Flats,101,15
13196,855-00350,-,0,ON,0,11,855001,SS,Port 4,855,LOMBARD ST,35,180,-122.40275859999998,37.8040355,Sansome Street,Sansome Street | 1500,77,8
13197,325-04020,-,0,ON,0,6,325042,SS,Area 4,325,BAY ST,402,0,-122.4138023,37.8056666,Fishermans Wharf,Fishermans Wharf,99,23
13198,666-24090,-,0,ON,0,18,666241,SS,Area 3,666,SUTTER ST,2409,180,-122.4402708,37.785143,Divisadero St: Sacramento St,Divisadero - Sacramento,103,15
13199,526-02240,-,0,ON,0,42,526022,SS,Area 3,526,KANSAS ST,224,270,-122.4037889,37.76655835,ShowPlace Square,Showplace Square,33,4
13200,326-08390,-,0,ON,0,6,326081,SS,Area 4,326,BEACH ST,839,180,-122.4236062,37.8061954,,,98,32
13201,569-22520,-,0,ON,0,16,569222,SS,Area 3,569,MARKET ST,2252,315,-122.43253182,37.76483682,Market St: 1600-2300 Castro St,19th St / Castro / Market,28,5
13202,857-17250,-,0,ON,0,11,857171,SS,Port 4,857,MONTGOMERY ST,1725,270,-122.40528619999999,37.8050363,Chestnut St; Mongomery St,Chestnut,18,23
13203,691-21180,-,0,ON,0,8,691212,SS,Area 3,691,UNION ST,2118,0,-122.4345318,37.797273100000005,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
13204,568-14290,-,0,ON,0,14,568141,SS,Area 2,568,MISSION ST,1429,135,-122.4166585,37.774576200000006,Mission St: Unit - 1600,Mission 700-1100,32,34
13205,549-21130,-,0,ON,0,7,549211,SS,Area 3,549,LOMBARD ST,2113,180,-122.4365473,37.799668100000005,Lombard St: 2000 - 2400,Lombard 2000-2400 | Chestnut 2000-2400,15,13
13206,593-09170,-,0,ON,0,15,593091,SS,Area 3,593,OFARRELL ST,917,180,-122.4201947,37.7848243,Post - Geary - O Farrell,Ofarrell 100-800 Post 900-700,20,36
13207,845-04410,-,0,ON,0,2,845041,SS,-,845,ILLINOIS ST,441,90,-122.38795233,37.76563527,TERRY A FRANCOIS 400-500,ILLINOIS ST,34,4
13208,352-04090,905-00001,9,OFF,905,16,352041,MS,Area 3,352,CASTRO ST,457,90,-122.4344491,37.76186,Castro and 18th Lot,Castro and 18th Lot,38,5
13209,562-24100,-,0,ON,0,6,562242,SS,Area 4,562,MASON ST,2410,90,-122.4136084,37.80601779999999,Fishermans Wharf,Fishermans Wharf,99,23
13210,413-22050,-,0,ON,0,7,413221,SS,Area 3,413,FILBERT ST,2205,180,-122.4359281,37.7979354,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
13211,568-24260,-,0,ON,0,4,568242,SS,Area 3,568,MISSION ST,2426,270,-122.41906180000001,37.7577773,Mission St: 2100 - 2400,Mission 2100-2400,53,20
13212,384-06120,-,0,ON,0,17,384062,SS,Area 3,384,DIVISADERO ST,612,90,-122.4377769,37.775422,Divisadero St: 800 - 200,Divisadero,23,9
13213,325-05300,-,0,ON,0,6,325052,SS,Area 4,325,BAY ST,530,0,-122.4163646,37.80535089999999,Fishermans Wharf,Fishermans Wharf,99,23
13214,419-12070,-,0,ON,0,15,419121,SS,Area 3,419,FRANKLIN ST,1207,270,-122.42317479999998,37.7857702,Franklin St: Unit - 900,Franklin 1200-1500,100,39
13215,209-05110,-,0,ON,0,42,209051,SS,Area 3,209,09TH ST,511,45,-122.4080742,37.7710597,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,33,34
13216,222-10140,222-10002,14,ON,0,44,222102,MS,Area 3,222,22ND ST,1014,0,-122.39176345,37.7577731,Dogpatch,Dogpatch,55,26
13217,845-05380,-,0,ON,0,2,845052,SS,-,845,ILLINOIS ST,538,270,-122.38801666,37.76450689,,,34,26
13218,491-10450,491-10005,45,ON,0,44,491101,MS,Area 3,491,INDIANA ST,1045,90,-122.39103657,37.75691003,Dogpatch,Dogpatch,55,26
13219,568-14240,-,0,ON,0,14,568142,SS,-,568,MISSION ST,1424,315,-122.41671509999999,37.7747351,,,32,34
13220,614-22270,-,0,ON,0,18,614221,SS,Area 3,614,POST ST,2227,180,-122.43902,37.784335600000006,Divisadero St: Sacramento St,Divisadero - Sacramento,103,15
13221,444-14310,-,0,ON,0,12,444141,SS,Area 3,444,GRANT AVE,1431,270,-122.40761370000001,37.800528799999995,Grant Ave: Unit -1500,Grant: 1200 - 1500,106,23
13222,474-01020,-,0,ON,0,42,474012,SS,Area 3,474,HENRY ADAMS ST,102,270,-122.40396075,37.76847508,ShowPlace Square,Showplace Square,33,4
13223,612-01070,612-01001,7,ON,0,3,612011,MS,Area 2,612,POLK ST,107,270,-122.41818754,37.77777836,Polk St: 300,Polk St. 300,21,36
13224,585-02080,-,0,ON,0,6,585022,SS,Area 4,585,NORTH POINT ST,208,0,-122.4109074,37.8069819,Fishermans Wharf,Fishermans Wharf,99,23
13225,211-02150,-,0,ON,0,14,211021,SS,Area 3,211,11TH ST,215,45,-122.4150488,37.7727958,9th St: Unit - 300 10th St,9th St Unit-300,32,34
13226,464-05110,-,0,ON,0,3,464051,SS,Area 3,464,HAYES ST,511,180,-122.4250612,37.7765555,,,22,9
13227,573-01090,-,0,ON,0,15,573011,SS,Area 3,573,ALICE B TOKLAS PL,109,180,-122.42000700000001,37.785359299999996,Cedar St: Unit - 100 Myrtle St,Cedar: Unit - 100,20,36
13228,552-07410,-,0,ON,0,2,552071,SS,Area 3,552,LONG BRIDGE ST,741,225,-122.39421136,37.77110353,4th St: 1200-1700 China Basin,MISSION BAY,34,4
13229,221-32060,-,0,ON,0,4,221322,SS,Area 3,221,21ST ST,3206,0,-122.419297,37.7570584,Mission St: 2500 - 2700,Mission 2500-2700,53,20
13230,611-03390,-,0,ON,0,24,611031,SS,Area 3,611,PARNASSUS AVE,339,180,-122.4558507,37.7639726,Parnassas St: 300 - 700,Parnassas,110,14
13231,440-06280,-,0,ON,0,13,440062,SS,Area 3,440,GEARY ST,628,0,-122.4142695,37.78665529999999,Post - Geary - O Farrell,Post-Geary-Offarrell,50,36
13232,470-16590,-,0,ON,0,14,470161,SS,Area 3,470,HOWARD ST,1659,135,-122.4175361,37.7702207,Howard St: 800 - 1600,Howard 1600-1500,32,20
13233,330-09410,-,0,ON,0,42,330091,SS,Area 3,330,BRANNAN ST,941,135,-122.4063426,37.7704497,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,33,34
13234,614-18080,-,0,ON,0,5,614182,SS,Area 3,614,POST ST,1808,0,-122.4318321,37.7853821,Fillmore Flats: 1000 - 1500,Fillmore Flats,101,15
13235,573-00390,-,0,ON,0,15,573001,SS,Area 3,573,MYRTLE ST,39,180,-122.41920970000001,37.785460799999996,,,20,36
13236,614-12200,-,0,ON,0,15,614122,SS,Area 3,614,POST ST,1220,0,-122.42237890000001,37.7865746,Post - Geary - O Farrell,Post-Geary-Offarrell,100,39
13237,701-00230,701-00001,23,ON,0,3,701001,MS,Area 2,701,VAN NESS AVE,23,270,-122.41959409999998,37.7760212,,,21,9
13238,686-09270,-,0,ON,0,3,686091,SS,Area 3,686,TURK ST,927,180,-122.4250756,37.78134258,,,100,39
13239,614-11200,-,0,ON,0,15,614112,SS,Area 3,614,POST ST,1120,0,-122.4205511,37.7868034,Post - Geary - O Farrell,Post-Geary-Offarrell,50,21
13240,415-12240,-,0,ON,0,5,415122,SS,Area 3,415,FILLMORE ST,1224,90,-122.43220919999999,37.7811721,Fillmore Flats: 1000 - 1500,Fillmore Flats,97,39
13241,546-03160,-,0,ON,0,13,546032,SS,Area 3,546,LEAVENWORTH ST,316,90,-122.4142733,37.784290999999996,Hyde St: Unit - 1000,Leavenworth Unit-300,20,36
13242,339-04480,-,0,ON,0,2,339042,SS,Area 3,339,BERRY ST,448,315,-122.3991413,37.771312200000004,Townsend St: Unit-300 King St,Berry Street | 200-400 Block,34,4
13243,222-32100,-,0,ON,0,4,222322,SS,Area 3,222,22ND ST,3210,0,-122.4192644,37.7554609,,,53,20
13244,540-15020,-,0,ON,0,5,540152,SS,Area 3,540,LAGUNA ST,1502,90,-122.42796740000001,37.7852154,,,101,15
13245,700-04040,-,0,ON,0,4,700042,SS,Area 3,700,VALENCIA ST,404,270,-122.42213249999999,37.7663546,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,37,20
13246,691-19150,-,0,ON,0,8,691191,SS,Area 3,691,UNION ST,1915,180,-122.4311123,37.7975836,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
13247,208-06260,-,0,ON,0,42,208062,SS,-,208,08TH ST,626,225,-122.4048548,37.7707154,,,33,34
13248,691-21140,-,0,ON,0,8,691212,SS,Area 3,691,UNION ST,2114,0,-122.43445249999999,37.7972832,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
13249,590-00240,590-00004,24,ON,0,3,590002,MS,Area 2,590,OAK ST,24,0,-122.4200725,37.7754098,Gough St: Oak St: Fell St,Oak St. Unit,21,9
13250,401-06340,401-06004,34,ON,0,15,401062,MS,Area 3,401,ELLIS ST,634,0,-122.41723640000001,37.784363799999994,Ellis St: 700,Ellis St. 700,20,36
13251,612-11050,-,0,ON,0,15,612111,SS,Area 3,612,POLK ST,1105,270,-122.42005209999999,37.7870533,Polk St: 100 - 2400,Polk Unit-900,50,21
13252,210-00550,-,0,ON,0,14,210001,SS,Area 2,210,10TH ST,55,45,-122.41612190000001,37.7755593,9th St: Unit - 300 10th St,9th St Unit-300,32,34
13253,220-35070,-,0,ON,0,4,220351,SS,Area 3,220,20TH ST,3507,180,-122.41947160000001,37.7585604,Mission St: 2100 - 2400,Mission 2100-2400,53,20
13254,363-09070,-,0,ON,0,12,363091,SS,Area 3,363,COLUMBUS AVE,907,225,-122.41410630000001,37.802906400000005,Columbus Ave: Unit - 1100,Columbus,107,32
13255,415-14050,-,0,ON,0,5,415141,SS,Area 3,415,FILLMORE ST,1405,270,-122.4326155,37.7825091,Fillmore Flats: 1000 - 1500,Fillmore Flats,97,39
13256,552-07540,-,0,ON,0,2,552072,SS,-,552,LONG BRIDGE ST,754,225,-122.39470487,37.77090952,,,34,4
13257,214-03330,-,0,ON,0,14,214031,SS,Area 3,214,14TH ST,333,180,-122.42132109999999,37.768137599999996,Mission St: 1700 - 2000,Mission 1700-2000,53,20
13258,700-03180,-,0,ON,0,16,700032,SS,Area 3,700,VALENCIA ST,318,270,-122.42225490000001,37.7676326,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,37,20
13259,222-32040,-,0,ON,0,4,222322,SS,Area 3,222,22ND ST,3204,0,-122.41905020000002,37.7554738,Mission St: 2500 - 2700,Mission 2500-2700,53,20
13260,222-31390,-,0,ON,0,4,222313,SS,Area 3,222,22ND ST,3139,180,-122.41814879999998,37.7554179,Mission St: 2500 - 2700,Mission 2500-2700,53,20
13261,563-06160,-,0,ON,0,3,563062,SS,-,563,MCALLISTER ST,616,0,-122.4225709,37.77986549,,,21,39
13262,691-21040,-,0,ON,0,8,691212,SS,Area 3,691,UNION ST,2104,0,-122.43411329999999,37.797326299999995,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
13263,593-09150,-,0,ON,0,15,593091,SS,Area 3,593,OFARRELL ST,915,180,-122.42012220000001,37.784833500000005,Post - Geary - O Farrell,Ofarrell 100-800 Post 900-700,20,36
13264,491-08180,491-08002,18,ON,0,44,491082,MS,Area 3,491,INDIANA ST,818,270,-122.39144722,37.75975273,Dogpatch,Dogpatch,55,26
13265,467-00230,467-00003,23,ON,0,3,467001,MS,Area 2,467,HICKORY ST,23,180,-122.42047450000001,37.7757397,Hickory St: Unit,Hickory St. Unit,21,9
13266,686-08030,-,0,ON,0,3,686081,SS,Area 3,686,TURK ST,803,180,-122.4224787,37.781665000000004,Turk St: 100 - 900,Turk Unit-700,100,39
13267,592-27230,-,0,ON,0,8,592271,SS,Area 3,592,OCTAVIA ST,2723,270,-122.42891909999999,37.7976144,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
13268,384-07300,-,0,ON,0,17,384072,SS,Area 3,384,DIVISADERO ST,730,90,-122.43804650000001,37.776736299999996,Divisadero St: 800 - 200,Divisadero,23,9
13269,326-06350,-,0,ON,0,6,326061,SS,Area 4,326,BEACH ST,635,180,-122.42008793,37.80664852,Fishermans Wharf,Fishermans Wharf,99,32
13270,612-23160,-,0,ON,0,15,612232,SS,Area 3,612,POLK ST,2316,90,-122.42215790000002,37.7982626,Polk St: 100 - 2400,Polk 1800-2400,105,32
13271,363-04050,-,0,ON,0,12,363041,SS,Area 3,363,COLUMBUS AVE,405,225,-122.40819679999998,37.7988138,Columbus Ave: Unit - 1100,Columbus,106,6
13272,443-01270,-,0,ON,0,3,443011,SS,Area 3,443,GOUGH ST,127,270,-122.4226553,37.7748559,Gough St: Unit - 500,Hayes / Fell / Oak,26,9
13273,352-05130,-,0,ON,0,16,352051,SS,Area 3,352,CASTRO ST,513,90,-122.43485290000001,37.7604124,Market St: 1600-2300 Castro St,19th St / Castro / Market,38,5
13274,568-20320,-,0,ON,0,4,568202,SS,Area 3,568,MISSION ST,2032,270,-122.4196643,37.764070200000006,Mission St: 1700 - 2000,Mission 1700-2000,53,20
13275,845-04380,-,0,ON,0,2,845042,SS,-,845,ILLINOIS ST,438,270,-122.38814545,37.76583824,,,34,26
13276,223-08030,223-08001,3,ON,0,44,223081,MS,Area 3,223,23RD ST,803,180,-122.38830825,37.755322899999996,Dogpatch,Dogpatch,56,26
13277,326-07280,-,0,ON,0,6,326072,SS,Area 4,326,BEACH ST,728,0,-122.4216946,37.8065789,Fishermans Wharf,Fishermans Wharf,98,32
13278,666-23120,-,0,ON,0,18,666232,SS,Area 3,666,SUTTER ST,2312,0,-122.4387366,37.7854458,Divisadero St: Sacramento St,Divisadero - Sacramento,103,30
13279,569-19290,-,0,ON,0,16,569191,SS,Area 3,569,MARKET ST,1929,135,-122.42531838,37.77018105,Market St: 1600-2300 Castro St,19th St / Castro / Market,27,20
13280,204-14090,-,0,ON,0,2,204141,SS,Area 3,204,04TH ST,1409,90,-122.39100306,37.77026722,4th St: 1200-1700 China Basin,MISSION BAY,34,4
13281,614-13260,-,0,ON,0,15,614132,SS,Area 3,614,POST ST,1326,0,-122.42425209999999,37.786340100000004,Post - Geary - O Farrell,Post-Geary-Offarrell,100,39
13282,415-10150,-,0,ON,0,5,415101,SS,Area 3,415,FILLMORE ST,1015,270,-122.43192260000001,37.7790841,Fillmore Flats: 1000 - 1500,Fillmore Flats,97,39
13283,666-23110,-,0,ON,0,18,666231,SS,Area 3,666,SUTTER ST,2311,180,-122.43865090000001,37.7853489,Divisadero St: Sacramento St,Divisadero - Sacramento,103,15
13284,836-00180,-,0,ON,0,11,836002,SS,Port 4,836,FRANCISCO ST,18,0,-122.4061105,37.805656299999995,Chestnut St; Mongomery St,Chestnut,99,23
13285,442-07450,-,0,ON,0,3,442071,SS,Area 3,442,GOLDEN GATE AVE,745,180,-122.42352369999999,37.78057020000001,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,21,39
13286,326-04060,-,0,ON,0,6,326042,SS,Area 4,326,BEACH ST,406,0,-122.41596979999998,37.8072909,Fishermans Wharf,Fishermans Wharf,99,23
13287,413-21440,-,0,ON,0,7,413212,SS,-,413,FILBERT ST,2144,0,-122.435422,37.7981081,,,15,13
13288,306-20040,-,0,ON,0,46,306202,SS,Area 3,306,ALAMEDA ST,2004,0,-122.40508139,37.76857496,Brannan St: 700 - 900 9th St,Townsend/Alameda,33,20
13289,440-09130,-,0,ON,0,15,440091,SS,Area 3,440,GEARY ST,913,180,-122.4187051,37.785960100000004,Post - Geary - O Farrell,Post-Geary-Ofarrell,20,36
13290,211-00300,-,0,ON,0,14,211002,SS,-,211,11TH ST,30,225,-122.4178986,37.7748352,,,32,20
13291,363-12260,-,0,ON,0,6,363122,SS,Area 4,363,COLUMBUS AVE,1226,45,-122.4180341,37.8058465,Fishermans Wharf,Fishermans Wharf,99,23
13292,208-06350,-,0,ON,0,42,208061,SS,Area 3,208,08TH ST,635,45,-122.4046149,37.7707275,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,33,34
13293,526-02150,-,0,ON,0,42,526021,SS,Area 3,526,KANSAS ST,215,90,-122.40364793,37.76692026,ShowPlace Square,Showplace square,33,4
13294,415-23050,-,0,ON,0,5,415231,SS,Area 3,415,FILLMORE ST,2305,270,-122.4343154,37.7909313,Fillmore Hills: 2400 -1700,Fillimore: 2400 -1700 Califronia,102,30
13295,419-03210,-,0,ON,0,3,419031,SS,Area 2,419,FRANKLIN ST,321,270,-122.4215332,37.7776447,Franklin St: Unit - 900,Franklin Unit-800,21,9
13296,692-01400,-,0,ON,0,42,692012,SS,Area 3,692,UTAH ST,140,270,-122.40683510000001,37.767889000000004,Brannan St: 700 - 900 9th St,Townsend/Alameda,33,20
13297,209-04310,-,0,ON,0,14,209041,SS,-,209,09TH ST,431,45,-122.4091132,37.7718872,,,32,34
13298,384-19070,-,0,ON,0,18,384191,SS,Area 3,384,DIVISADERO ST,1907,270,-122.44040849999999,37.787369899999995,Divisadero St: Sacramento St,Divisadero - Sacramento,103,30
13299,568-23220,-,0,ON,0,4,568232,SS,Area 3,568,MISSION ST,2322,270,-122.41922959999998,37.7595302,Mission St: 2100 - 2400,Mission 2100-2400,53,20
13300,464-05080,-,0,ON,0,3,464052,SS,Area 3,464,HAYES ST,508,0,-122.4250466,37.7766818,Gough St: Unit - 500,Hayes / Fell / Oak,22,9
13301,207-13240,-,0,ON,0,42,207132,SS,-,207,07TH ST,1324,225,-122.39613679,37.76727584,,,33,4
13302,444-15170,-,0,ON,0,12,444151,SS,Area 3,444,GRANT AVE,1517,270,-122.4077364,37.801135200000004,Grant Ave: Unit -1500,Grant: 1200 - 1500,106,23
13303,667-12090,-,0,ON,0,4,667121,SS,Area 3,667,SOUTH VAN NESS AVE,1209,90,-122.4162846,37.7536809,24 St (Lower): 2700 - 3300,24th St Lower,53,20
13304,327-14270,-,0,ON,0,15,327141,SS,Area 3,327,BROADWAY,1427,180,-122.42100740000001,37.7959571,Pacific St: Broadway St,Pacific 1500-1700,105,32
13305,210-03540,-,0,ON,0,14,210032,SS,Area 3,210,10TH ST,354,225,-122.4116166,37.771732,9th St: Unit - 300 10th St,9th St Unit-300,32,34
13306,542-09060,-,0,ON,0,15,542092,SS,Area 3,542,LARKIN ST,906,90,-122.4180645,37.7863776,Larkin St: Unit - 1100,Larkin Unit-1100,50,36
13307,203-24080,203-24002,8,ON,0,44,203242,MS,Area 3,203,03RD ST,2408,270,-122.38857382,37.75880189,Dogpatch,Dogpatch,55,26
13308,569-20740,-,0,ON,0,16,569202,SS,Area 3,569,MARKET ST,2074,315,-122.4282848,37.768195500000004,Market St: 1600-2300 Castro St,19th St / Castro / Market,28,5
13309,552-07480,-,0,ON,0,2,552072,SS,-,552,LONG BRIDGE ST,748,225,-122.39460295,37.77116183,,,34,4
13310,462-13020,-,0,ON,0,23,462132,SS,Area 3,462,HAIGHT ST,1302,0,-122.44384131,37.77046411,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,25,3
13311,363-05160,-,0,ON,0,12,363052,SS,Area 3,363,COLUMBUS AVE,516,45,-122.40962959999999,37.8000261,Columbus Ave: Unit - 1100,Columbus,106,23
13312,372-04310,-,0,ON,0,2,372041,SS,Area 3,372,CHINA BASIN ST,431,180,-122.38897932,37.77196367,4th St: 1200-1700 China Basin,China Basin,34,4
13313,612-07300,-,0,ON,0,15,612072,SS,-,612,POLK ST,730,90,-122.41925649999999,37.783928700000004,,,20,36
13314,474-01120,-,0,ON,0,42,474012,SS,Area 3,474,HENRY ADAMS ST,112,270,-122.40393508,37.76818878,ShowPlace Square,Showplace Square,33,4
13315,218-41040,906-00001,1,OFF,906,16,218412,MS,Area 3,218,18TH ST,4116,0,-122.43561340000001,37.7610967,18th and Collingwood lot,18th and Collingwood lot,38,5
13316,415-11260,-,0,ON,0,5,415112,SS,Area 3,415,FILLMORE ST,1126,90,-122.4320476,37.780373100000006,Fillmore Flats: 1000 - 1500,Fillmore Flats,97,39
13317,440-08150,-,0,ON,0,15,440081,SS,Area 3,440,GEARY ST,815,180,-122.4170808,37.7861688,Post - Geary - O Farrell,Post-Geary-Ofarrell,20,36
13318,593-05230,-,0,ON,0,13,593051,SS,Area 3,593,OFARRELL ST,523,180,-122.41379109999998,37.7856395,Post - Geary - O Farrell,Post-Geary-Ofarrell,20,36
13319,224-41010,-,0,ON,0,28,224411,SS,Area 3,224,24TH ST,4101,180,-122.4342388,37.751234000000004,24th St (Inner):  3700 - 4100,24th St/Castro/Noe,84,22
13320,370-01120,-,0,ON,0,4,370012,SS,Area 3,370,CAPP ST,112,270,-122.418727,37.7646476,Valencia 24th St 400 - 1200,Capp 100 - Hoff Unit,53,20
13321,216-30400,-,0,ON,0,4,216302,SS,Area 3,216,16TH ST,3040,0,-122.4213238,37.7650202,Mission St: 1700 - 2000,Mission 1700-2000,53,20
13322,203-21360,203-21004,36,ON,0,44,203212,MS,Area 3,203,03RD ST,2136,270,-122.38886129999999,37.76211379,Dogpatch,Dogpatch,55,26
13323,419-04120,-,0,ON,0,3,419042,SS,Area 2,419,FRANKLIN ST,412,90,-122.42152420000001,37.778478,Franklin St: Unit - 900,Franklin Unit-800,21,9
